datetime,id,name,geoid,geoname,value
13-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,45.79375
14-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,23.29125
15-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,16.42791667
16-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,48.85208333
17-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,55.54333333
18-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,52.81458333
19-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,44.33166667
20-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,47.23583333
21-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,44.85166667
22-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,35.4675
23-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,57.34708333
24-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,64.86583333
25-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,65.72833333
26-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,48.0625
27-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,40.24
28-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,43.94083333
29-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,25.15625
30-11-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,42.26166667
01-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,45.36583333
02-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,55.81666667
03-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,60.53
04-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,56.87458333
05-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,44.225
06-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,33.47125
07-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,45.56708333
08-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,43.51666667
09-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,52.54708333
10-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,55.25625
11-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,52.605
12-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,45.94625
13-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,47.94875
14-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,54.7325
15-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,49.93583333
16-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,49.08083333
17-12-2014 23:00,600,Precio mercado SPOT Diario ESP,3,España,54.92
